link_id,time_index,utilization,latency_proxy,queue_proxy,variance,is_missing,staleness_count,disagreement,util_original,confidence
CHINng__IPLSng,1389,,,,0.055834,True,0,0.100477,0.554406,0.263435
CHINng__NYCMng,1389,0.422127,8.652,0.0,0.044644,False,0,0.033071,0.422127,0.857575
DNVRng__KSCYng,1389,0.386206,8.146,0.0,0.051677,False,0,0.006148,0.386206,0.901462
DNVRng__SNVAng,1389,0.147774,5.867,0.0,0.015871,False,0,0.007277,0.147774,0.964335
HSTNng__KSCYng,1389,0.868982,38.163,684.304,0.118612,False,0,0.007936,0.868982,0.775715
IPLSng__KSCYng,1389,0.649752,14.276,0.0,0.063793,False,0,0.016106,0.649752,0.858409
KSCYng__SNVAng,1389,1.009791,500.0,2081.124,0.120546,False,0,0.011144,1.009791,0.765434
LOSAng__SNVAng,1389,0.478157,9.581,0.0,0.055729,False,0,0.120893,0.478157,0.652412
NYCMng__WASHng,1389,0.042088,5.22,0.0,0.008837,False,0,0.064639,0.042088,0.856343
SNVAng__STTLng,1389,0.533753,10.724,0.0,0.065798,False,0,0.033286,0.533753,0.818571
ATLAM5__ATLAng,1390,0.491454,9.832,0.0,0.05369,False,0,0.009999,0.491454,0.889682
ATLAng__CHINng,1390,0.271986,6.868,0.0,0.027389,False,1,0.02285,0.26024,0.795404
ATLAng__HSTNng,1390,1.014597,500.0,2128.8,0.130034,False,0,0.038568,1.014597,0.690386
ATLAng__IPLSng,1390,0.159008,5.945,0.0,0.038957,False,0,0.003339,0.159008,0.930558
ATLAng__WASHng,1390,0.410684,8.484,0.0,0.054218,False,0,0.044835,0.410684,0.815351
CHINng__IPLSng,1390,0.555377,11.245,0.0,0.052255,False,0,0.008029,0.555377,0.896446
CHINng__NYCMng,1390,0.455051,9.175,0.0,0.044185,False,0,0.088813,0.455051,0.741015
DNVRng__KSCYng,1390,0.342725,7.607,0.0,0.047704,False,0,0.024495,0.342725,0.870062
DNVRng__SNVAng,1390,0.147774,5.867,0.0,0.017387,False,1,0.094088,0.134572,0.663596
HSTNng__KSCYng,1390,0.98239,283.922,1809.304,0.120941,False,0,0.065423,0.98239,0.650399
IPLSng__KSCYng,1390,0.65786,14.614,0.0,0.061549,False,0,0.049385,0.65786,0.792408
KSCYng__SNVAng,1390,1.003333,500.0,2017.064,0.117015,False,0,0.038702,1.003333,0.71383
LOSAng__SNVAng,1390,0.472421,9.477,0.0,0.05723,False,0,0.070732,0.472421,0.75532
NYCMng__WASHng,1390,0.040527,5.211,0.0,0.006205,False,0,0.027164,0.040527,0.940066
SNVAng__STTLng,1390,0.471904,9.468,0.0,0.064613,False,0,0.028755,0.471904,0.830275
ATLAM5__ATLAng,1391,,,,0.052869,True,1,0.051458,0.424281,0.256934
ATLAng__CHINng,1391,0.246579,6.636,0.0,0.024091,False,0,0.070411,0.246579,0.816387
ATLAng__HSTNng,1391,0.795603,24.462,0.0,0.128223,False,0,0.011626,0.795603,0.75043
ATLAng__IPLSng,1391,,,,0.038064,True,0,0.035959,0.159416,0.431698
ATLAng__WASHng,1391,0.392685,8.233,0.0,0.04884,False,0,0.003043,0.392685,0.913172
CHINng__IPLSng,1391,0.555377,11.245,0.0,0.053966,False,1,0.019784,0.485507,0.753428
CHINng__NYCMng,1391,0.374305,7.991,0.0,0.0445,False,0,0.01279,0.374305,0.90055
DNVRng__KSCYng,1391,0.342839,7.608,0.0,0.042484,False,0,0.059478,0.342839,0.805896
DNVRng__SNVAng,1391,0.122678,5.699,0.0,0.016958,False,0,0.02402,0.122678,0.927093
HSTNng__KSCYng,1391,0.794535,24.335,0.0,0.120264,False,0,0.089522,0.794535,0.600877
IPLSng__KSCYng,1391,0.599919,12.497,0.0,0.060244,False,0,0.026796,0.599919,0.842363
KSCYng__SNVAng,1391,0.94689,94.144,1457.148,0.118301,False,0,0.048994,0.94689,0.689811
LOSAng__SNVAng,1391,0.472421,9.477,0.0,0.061565,False,1,0.086169,0.422084,0.599766
NYCMng__WASHng,1391,0.042334,5.221,0.0,0.005479,False,0,0.001537,0.042334,0.99536
SNVAng__STTLng,1391,,,,0.059815,True,0,0.046522,0.517168,0.369814
ATLAM5__ATLAng,1392,0.456215,9.195,0.0,0.055972,False,0,0.024841,0.456215,0.854265
ATLAng__CHINng,1392,,,,0.019035,True,1,0.003854,0.243495,0.41885
ATLAng__HSTNng,1392,0.797974,24.749,0.0,0.131751,False,0,0.072181,0.797974,0.616466
ATLAng__IPLSng,1392,0.183174,6.121,0.0,0.039668,False,0,0.053933,0.183174,0.822706
ATLAng__WASHng,1392,0.37579,8.01,0.0,0.047697,False,0,0.020051,0.37579,0.879433
CHINng__IPLSng,1392,0.540942,10.892,0.0,0.052526,False,0,0.030447,0.540942,0.848737
CHINng__NYCMng,1392,0.369421,7.929,0.0,0.043901,False,0,0.015748,0.369421,0.895412
DNVRng__KSCYng,1392,0.325432,7.412,0.0,0.044593,False,0,0.043722,0.325432,0.835235
DNVRng__SNVAng,1392,0.11685,5.662,0.0,0.016517,False,0,0.000962,0.11685,0.976457
HSTNng__KSCYng,1392,0.784867,23.241,0.0,0.122404,False,0,0.069532,0.784867,0.639077
IPLSng__KSCYng,1392,0.639901,13.885,0.0,0.051698,False,0,0.075405,0.639901,0.755561
KSCYng__SNVAng,1392,0.980903,261.816,1794.554,0.115363,False,0,0.040597,0.980903,0.71285
LOSAng__SNVAng,1392,0.478454,9.587,0.0,0.057253,False,0,0.004834,0.478454,0.894067
NYCMng__WASHng,1392,0.051567,5.272,0.0,0.005424,False,0,0.050252,0.051567,0.892863
SNVAng__STTLng,1392,0.453024,9.141,0.0,0.066618,False,0,0.047395,0.453024,0.787363
ATLAM5__ATLAng,1393,0.394109,8.252,0.0,0.050625,False,0,0.042049,0.394109,0.827766
ATLAng__CHINng,1393,,,,0.024131,True,0,0.052785,0.227275,0.421653
ATLAng__HSTNng,1393,0.756754,20.555,0.0,0.132223,False,0,0.038916,0.756754,0.685663
ATLAng__IPLSng,1393,0.148492,5.872,0.0,0.041413,False,0,0.013003,0.148492,0.905728
ATLAng__WASHng,1393,0.375149,8.002,0.0,0.052068,False,0,0.128752,0.375149,0.642533
CHINng__IPLSng,1393,0.540942,10.892,0.0,0.05082,False,1,0.015656,0.442848,0.767855
CHINng__NYCMng,1393,0.363426,7.855,0.0,0.045017,False,0,0.054207,0.363426,0.812381
DNVRng__KSCYng,1393,0.3057,7.202,0.0,0.046782,False,0,0.014688,0.3057,0.892395
DNVRng__SNVAng,1393,0.128747,5.739,0.0,0.016715,False,0,0.021528,0.128747,0.932783
HSTNng__KSCYng,1393,0.714829,17.533,0.0,0.117793,False,0,0.027687,0.714829,0.73561
IPLSng__KSCYng,1393,0.564516,11.481,0.0,0.054855,False,0,0.104804,0.564516,0.687891
KSCYng__SNVAng,1393,0.893793,47.078,930.427,0.106682,False,0,0.030385,0.893793,0.750176
LOSAng__SNVAng,1393,0.428572,8.75,0.0,0.050549,False,0,0.021598,0.428572,0.870977
NYCMng__WASHng,1393,0.051567,5.272,0.0,0.00546,False,1,0.01336,0.042051,0.855354
SNVAng__STTLng,1393,0.439897,8.927,0.0,0.066422,False,0,0.039061,0.439897,0.805273
ATLAM5__ATLAng,1394,0.407331,8.436,0.0,0.051904,False,0,0.020212,0.407331,0.871426
ATLAng__CHINng,1394,,,,0.024088,True,0,0.054857,0.219554,0.417367
ATLAng__HSTNng,1394,0.762675,21.068,0.0,0.123759,False,0,0.00188,0.762675,0.779089
ATLAng__IPLSng,1394,0.151626,5.894,0.0,0.022918,False,0,0.04501,0.151626,0.872022
ATLAng__WASHng,1394,0.36699,7.899,0.0,0.041516,False,0,0.010122,0.36699,0.911608
CHINng__IPLSng,1394,0.490584,9.815,0.0,0.05532,False,0,0.075566,0.490584,0.748619
CHINng__NYCMng,1394,0.363426,7.855,0.0,0.047357,False,1,0.036254,0.369585,0.730784
DNVRng__KSCYng,1394,0.370005,7.937,0.0,0.046623,False,0,0.057215,0.370005,0.80312
DNVRng__SNVAng,1394,0.128747,5.739,0.0,0.016742,False,1,0.02474,0.0963,0.810827
HSTNng__KSCYng,1394,,,,0.122506,True,0,0.069903,0.732212,0.206324
IPLSng__KSCYng,1394,0.614466,12.969,0.0,0.063004,False,0,0.075351,0.614466,0.735069
KSCYng__SNVAng,1394,0.833076,29.954,328.11,0.114364,False,0,0.071961,0.833076,0.648614
LOSAng__SNVAng,1394,0.386756,8.153,0.0,0.054479,False,0,0.043466,0.386756,0.817759
NYCMng__WASHng,1394,0.038004,5.198,0.0,0.005649,False,0,0.034565,0.038004,0.925491
SNVAng__STTLng,1394,0.425897,8.709,0.0,0.06712,False,0,0.021917,0.425897,0.840107
ATLAM5__ATLAng,1395,0.369738,7.933,0.0,0.051561,False,0,0.013273,0.369738,0.886666
ATLAng__CHINng,1395,,,,0.026135,True,0,0.031134,0.244103,0.4636
ATLAng__HSTNng,1395,0.740941,19.301,0.0,0.102966,False,0,0.01721,0.740941,0.784696
ATLAng__IPLSng,1395,0.154003,5.91,0.0,0.022072,False,0,0.073719,0.154003,0.8131
ATLAng__WASHng,1395,0.369264,7.927,0.0,0.034944,False,0,0.096144,0.369264,0.742414
CHINng__IPLSng,1395,0.508766,10.178,0.0,0.058913,False,0,0.005665,0.508766,0.889293
CHINng__NYCMng,1395,0.384116,8.118,0.0,0.044621,False,0,0.012884,0.384116,0.900134
DNVRng__KSCYng,1395,0.310623,7.253,0.0,0.041693,False,0,0.028766,0.310623,0.872021
DNVRng__SNVAng,1395,0.106329,5.595,0.0,0.016985,False,0,0.014643,0.106329,0.946791
HSTNng__KSCYng,1395,0.692295,16.249,0.0,0.099382,False,0,0.039532,0.692295,0.744216
IPLSng__KSCYng,1395,0.576555,11.808,0.0,0.062965,False,0,0.045286,0.576555,0.798462
KSCYng__SNVAng,1395,0.85824,35.271,577.738,0.085429,False,0,0.008707,0.85824,0.834563
LOSAng__SNVAng,1395,0.387164,8.159,0.0,0.041885,False,0,0.024285,0.387164,0.881107
NYCMng__WASHng,1395,0.03125,5.161,0.0,0.006295,False,0,0.073799,0.03125,0.841683
SNVAng__STTLng,1395,0.444614,9.003,0.0,0.051644,False,0,0.066981,0.444614,0.7734
ATLAM5__ATLAng,1396,0.404994,8.403,0.0,0.049204,False,0,0.068034,0.404994,0.77563
ATLAng__CHINng,1396,,,,0.025729,True,0,0.025127,0.244578,0.476991
ATLAng__HSTNng,1396,0.766313,21.396,0.0,0.097318,False,0,0.084738,0.766313,0.652769
ATLAng__IPLSng,1396,0.171105,6.032,0.0,0.017638,False,0,0.125682,0.171105,0.71174
ATLAng__WASHng,1396,0.372722,7.971,0.0,0.031859,False,0,0.029018,0.372722,0.88941
CHINng__IPLSng,1396,0.508766,10.178,0.0,0.055503,False,1,0.003546,0.44441,0.784826
CHINng__NYCMng,1396,0.34319,7.613,0.0,0.043167,False,0,0.06089,0.34319,0.801676
DNVRng__KSCYng,1396,0.302873,7.172,0.0,0.037749,False,0,0.040498,0.302873,0.854497
DNVRng__SNVAng,1396,0.09757,5.541,0.0,0.014188,False,0,0.06252,0.09757,0.851056
HSTNng__KSCYng,1396,0.735706,18.918,0.0,0.094076,False,0,0.006176,0.735706,0.824134
IPLSng__KSCYng,1396,0.576555,11.808,0.0,0.066098,False,1,0.055413,0.553894,0.656279
KSCYng__SNVAng,1396,0.862574,36.383,620.735,0.085685,False,0,0.015321,0.862574,0.820167
LOSAng__SNVAng,1396,0.370052,7.937,0.0,0.046895,False,0,0.017167,0.370052,0.886969
NYCMng__WASHng,1396,0.035593,5.185,0.0,0.007188,False,0,0.028743,0.035593,0.934947
SNVAng__STTLng,1396,0.453194,9.144,0.0,0.045557,False,0,0.004178,0.453194,0.916763
ATLAM5__ATLAng,1397,0.374506,7.994,0.0,0.040438,False,0,0.001328,0.374506,0.932095
ATLAng__CHINng,1397,,,,0.025922,True,1,0.060605,0.255587,0.286777
ATLAng__HSTNng,1397,0.736492,18.975,0.0,0.061406,False,0,0.090527,0.736492,0.70602
ATLAng__IPLSng,1397,0.139015,5.807,0.0,0.0193,False,0,0.059544,0.139015,0.848005
ATLAng__WASHng,1397,0.376957,8.025,0.0,0.035442,False,0,0.04928,0.376957,0.840205
CHINng__IPLSng,1397,0.433522,8.826,0.0,0.056839,False,0,0.000382,0.433522,0.904198
CHINng__NYCMng,1397,0.349308,7.684,0.0,0.035791,False,0,0.044501,0.349308,0.849635
DNVRng__KSCYng,1397,0.264693,6.8,0.0,0.039969,False,0,0.066064,0.264693,0.796607
DNVRng__SNVAng,1397,0.112566,5.634,0.0,0.011996,False,0,0.008102,0.112566,0.969659
HSTNng__KSCYng,1397,0.692646,16.268,0.0,0.062253,False,0,0.030265,0.692646,0.831396
IPLSng__KSCYng,1397,0.563481,11.454,0.0,0.067942,False,0,0.037994,0.563481,0.804749
KSCYng__SNVAng,1397,0.838928,31.042,386.17,0.07841,False,0,0.046166,0.838928,0.768463
LOSAng__SNVAng,1397,0.390453,8.203,0.0,0.044922,False,0,0.019579,0.390453,0.885482
NYCMng__WASHng,1397,0.043541,5.228,0.0,0.008123,False,0,0.003894,0.043541,0.98558
SNVAng__STTLng,1397,0.380963,8.077,0.0,0.044333,False,0,0.081126,0.380963,0.756931
ATLAM5__ATLAng,1398,0.35661,7.771,0.0,0.041222,False,0,0.001143,0.35661,0.931056
ATLAng__CHINng,1398,,,,0.028425,True,0,0.074659,0.189682,0.367758
ATLAng__HSTNng,1398,0.694611,16.373,0.0,0.071106,False,0,0.04534,0.694611,0.783512
ATLAng__IPLSng,1398,0.136123,5.788,0.0,0.020383,False,0,6.8e-05,0.136123,0.971296
ATLAng__WASHng,1398,0.320845,7.362,0.0,0.04081,False,0,0.007119,0.320845,0.91922
CHINng__IPLSng,1398,0.424606,8.69,0.0,0.062733,False,0,0.127269,0.424606,0.626219
CHINng__NYCMng,1398,0.31852,7.337,0.0,0.03736,False,0,0.006816,0.31852,0.926146
DNVRng__KSCYng,1398,0.259607,6.753,0.0,0.040514,False,0,0.159945,0.259607,0.597892
DNVRng__SNVAng,1398,0.098608,5.547,0.0,0.01085,False,0,0.012141,0.098608,0.96324
HSTNng__KSCYng,1398,0.653342,14.423,0.0,0.070573,False,0,0.041994,0.653342,0.79153
IPLSng__KSCYng,1398,0.518961,10.394,0.0,0.073944,False,0,0.010449,0.518961,0.851825
KSCYng__SNVAng,1398,0.824662,28.516,244.65,0.090808,False,0,2.7e-05,0.824662,0.843041
LOSAng__SNVAng,1398,0.425051,8.696,0.0,0.046091,False,0,0.003393,0.425051,0.917442
NYCMng__WASHng,1398,0.039182,5.204,0.0,0.008629,False,0,0.035973,0.039182,0.917095
SNVAng__STTLng,1398,0.391811,8.221,0.0,0.04496,False,0,0.064282,0.391811,0.791266
ATLAM5__ATLAng,1399,0.330182,7.465,0.0,0.034161,False,0,0.036876,0.330182,0.868666
ATLAng__CHINng,1399,,,,0.031005,True,0,0.008439,0.223604,0.502523
ATLAng__HSTNng,1399,0.69257,16.264,0.0,0.065132,False,0,0.013147,0.69257,0.8622
ATLAng__IPLSng,1399,0.136123,5.788,0.0,0.016191,False,1,0.04142,0.131248,0.7767
ATLAng__WASHng,1399,0.328008,7.441,0.0,0.039047,False,0,0.043072,0.328008,0.846713
CHINng__IPLSng,1399,0.403326,8.38,0.0,0.05683,False,0,0.00199,0.403326,0.900827
CHINng__NYCMng,1399,0.304447,7.189,0.0,0.037928,False,0,0.051738,0.304447,0.8305
DNVRng__KSCYng,1399,0.266681,6.818,0.0,0.040283,False,0,0.006659,0.266681,0.92115
DNVRng__SNVAng,1399,0.111041,5.625,0.0,0.011246,False,0,0.056998,0.111041,0.868045
HSTNng__KSCYng,1399,0.634253,13.671,0.0,0.065973,False,0,0.025903,0.634253,0.833804
IPLSng__KSCYng,1399,0.472417,9.477,0.0,0.072572,False,0,0.024467,0.472417,0.824801
KSCYng__SNVAng,1399,0.74907,19.926,0.0,0.084408,False,0,0.030569,0.74907,0.790381
LOSAng__SNVAng,1399,0.361803,7.835,0.0,0.037718,False,0,0.033114,0.361803,0.870105
NYCMng__WASHng,1399,0.034222,5.177,0.0,0.007685,False,0,0.00701,0.034222,0.979815
SNVAng__STTLng,1399,0.384448,8.123,0.0,0.047718,False,0,0.042608,0.384448,0.831887
ATLAM5__ATLAng,1400,0.330182,7.465,0.0,0.032214,False,1,0.002519,0.329433,0.82943
ATLAng__CHINng,1400,0.187834,6.156,0.0,0.030493,False,0,0.014157,0.187834,0.923199
ATLAng__HSTNng,1400,0.634155,13.667,0.0,0.071289,False,0,0.047444,0.634155,0.778748
ATLAng__IPLSng,1400,0.129033,5.741,0.0,0.019176,False,0,0.008754,0.129033,0.955201
ATLAng__WASHng,1400,0.310302,7.25,0.0,0.041068,False,0,0.046207,0.310302,0.836428
CHINng__IPLSng,1400,0.383964,8.116,0.0,0.064866,False,0,0.041504,0.383964,0.802962
CHINng__NYCMng,1400,0.305665,7.201,0.0,0.037357,False,0,0.029339,0.305665,0.878713
DNVRng__KSCYng,1400,0.27994,6.944,0.0,0.042051,False,0,0.0305,0.27994,0.867714
DNVRng__SNVAng,1400,0.09353,5.516,0.0,0.011954,False,0,0.036962,0.09353,0.908953
HSTNng__KSCYng,1400,0.670479,15.174,0.0,0.068038,False,0,0.054207,0.670479,0.770428
IPLSng__KSCYng,1400,0.472417,9.477,0.0,0.07561,False,1,0.03641,0.472864,0.678969
KSCYng__SNVAng,1400,0.787405,23.519,0.0,0.085699,False,0,0.035304,0.787405,0.778055
LOSAng__SNVAng,1400,0.361803,7.835,0.0,0.040564,False,1,0.051988,0.389805,0.710027
NYCMng__WASHng,1400,0.027619,5.142,0.0,0.007139,False,0,0.008311,0.027619,0.97807
SNVAng__STTLng,1400,0.37579,8.01,0.0,0.052048,False,0,0.103327,0.37579,0.696116
ATLAM5__ATLAng,1401,0.354782,7.749,0.0,0.036484,False,0,0.031777,0.354782,0.875173
ATLAng__CHINng,1401,0.193517,6.2,0.0,0.032527,False,0,0.005103,0.193517,0.938561
ATLAng__HSTNng,1401,0.652863,14.404,0.0,0.07419,False,0,0.188874,0.652863,0.475593
ATLAng__IPLSng,1401,0.125642,5.718,0.0,0.019851,False,0,0.00419,0.125642,0.963582
ATLAng__WASHng,1401,0.322072,7.375,0.0,0.044826,False,0,0.01325,0.322072,0.898987
CHINng__IPLSng,1401,,,,0.064928,True,0,0.032768,0.407186,0.389464
CHINng__NYCMng,1401,0.306995,7.215,0.0,0.038903,False,0,0.014412,0.306995,0.907335
DNVRng__KSCYng,1401,0.255484,6.716,0.0,0.029417,False,0,0.044087,0.255484,0.862123
DNVRng__SNVAng,1401,0.092891,5.512,0.0,0.012305,False,0,0.060293,0.092891,0.859177
HSTNng__KSCYng,1401,0.660586,14.731,0.0,0.069549,False,0,0.008772,0.660586,0.863365
IPLSng__KSCYng,1401,0.458481,9.233,0.0,0.068772,False,0,0.030507,0.458481,0.819004
KSCYng__SNVAng,1401,0.787405,23.519,0.0,0.090185,False,1,0.085657,0.729944,0.548688
LOSAng__SNVAng,1401,0.31049,7.252,0.0,0.044004,False,0,0.00513,0.31049,0.917589
NYCMng__WASHng,1401,0.02623,5.135,0.0,0.006869,False,0,0.006145,0.02623,0.983124
SNVAng__STTLng,1401,0.371624,7.957,0.0,0.051361,False,0,0.109264,0.371624,0.684866
ATLAM5__ATLAng,1402,,,,0.042213,True,0,0.053927,0.331551,0.386297
ATLAng__CHINng,1402,0.188243,6.159,0.0,0.034956,False,0,0.12384,0.188243,0.684062
ATLAng__HSTNng,1402,0.618078,13.092,0.0,0.079938,False,0,0.007471,0.618078,0.847173
ATLAng__IPLSng,1402,0.118823,5.674,0.0,0.020939,False,0,0.022033,0.118823,0.924021
ATLAng__WASHng,1402,0.278477,6.93,0.0,0.043829,False,0,0.041225,0.278477,0.841887
CHINng__IPLSng,1402,0.339142,7.566,0.0,0.057731,False,0,0.039038,0.339142,0.821159
CHINng__NYCMng,1402,0.272044,6.869,0.0,0.034448,False,0,0.025998,0.272044,0.891053
DNVRng__KSCYng,1402,0.235104,6.537,0.0,0.025891,False,0,0.049943,0.235104,0.856216
DNVRng__SNVAng,1402,0.09859,5.547,0.0,0.014061,False,0,0.05016,0.09859,0.877317
HSTNng__KSCYng,1402,0.576729,11.813,0.0,0.077774,False,0,0.024507,0.576729,0.815236
IPLSng__KSCYng,1402,0.458481,9.233,0.0,0.066644,False,1,0.059211,0.426669,0.647287
KSCYng__SNVAng,1402,0.743765,19.513,0.0,0.099138,False,0,0.023074,0.743765,0.779322
LOSAng__SNVAng,1402,,,,0.050378,True,0,0.03282,0.33435,0.415869
NYCMng__WASHng,1402,0.023952,5.123,0.0,0.006866,False,0,0.073578,0.023952,0.841107
SNVAng__STTLng,1402,0.386985,8.156,0.0,0.052109,False,0,0.022747,0.386985,0.865715
ATLAM5__ATLAng,1403,0.315812,7.308,0.0,0.04292,False,0,0.016387,0.315812,0.895856
ATLAng__CHINng,1403,0.171284,6.033,0.0,0.034795,False,0,0.025055,0.171284,0.892408
ATLAng__HSTNng,1403,0.565315,11.503,0.0,0.0806,False,0,0.030734,0.565315,0.796971
ATLAng__IPLSng,1403,0.117159,5.664,0.0,0.019621,False,0,0.075033,0.117159,0.814799
ATLAng__WASHng,1403,,,,0.040609,True,0,0.013703,0.260459,0.473936
CHINng__IPLSng,1403,0.33466,7.515,0.0,0.05518,False,0,0.071424,0.33466,0.7576
CHINng__NYCMng,1403,0.281216,6.956,0.0,0.037294,False,0,0.066564,0.281216,0.80043
DNVRng__KSCYng,1403,,,,0.020651,True,0,0.035376,0.229979,0.46466
DNVRng__SNVAng,1403,0.107007,5.599,0.0,0.015787,False,0,0.049801,0.107007,0.874928
HSTNng__KSCYng,1403,0.528053,10.594,0.0,0.073528,False,0,0.024796,0.528053,0.822366
IPLSng__KSCYng,1403,0.411658,8.498,0.0,0.061319,False,0,0.036424,0.411658,0.820126
KSCYng__SNVAng,1403,0.628911,13.474,0.0,0.098039,False,0,0.004638,0.628911,0.820153
LOSAng__SNVAng,1403,,,,0.054229,True,0,0.082734,0.337842,0.303728
NYCMng__WASHng,1403,0.023694,5.121,0.0,0.007,False,0,0.009558,0.023694,0.975698
SNVAng__STTLng,1403,0.299431,7.137,0.0,0.045951,False,0,0.132422,0.299431,0.645951
ATLAM5__ATLAng,1404,0.30874,7.233,0.0,0.046492,False,0,0.163751,0.30874,0.578982
ATLAng__CHINng,1404,0.160696,5.957,0.0,0.029843,False,0,0.075967,0.160696,0.794205
ATLAng__HSTNng,1404,0.656807,14.569,0.0,0.076978,False,0,0.030288,0.656807,0.804512
ATLAng__IPLSng,1404,0.12551,5.718,0.0,0.018314,False,0,0.023805,0.12551,0.925074
ATLAng__WASHng,1404,0.333181,7.498,0.0,0.033523,False,0,0.057315,0.333181,0.826781
CHINng__IPLSng,1404,0.339921,7.575,0.0,0.049892,False,0,0.022529,0.339921,0.870214
CHINng__NYCMng,1404,0.279167,6.936,0.0,0.031685,False,0,0.073317,0.279167,0.796429
DNVRng__KSCYng,1404,,,,0.019918,True,0,0.049367,0.237241,0.436527
DNVRng__SNVAng,1404,0.087427,5.479,0.0,0.014619,False,0,0.016405,0.087427,0.947391
HSTNng__KSCYng,1404,0.57707,11.822,0.0,0.072914,False,0,0.020512,0.57707,0.832507
IPLSng__KSCYng,1404,0.394273,8.255,0.0,0.046755,False,0,0.048311,0.394273,0.821631
KSCYng__SNVAng,1404,,,,0.09157,True,0,0.027833,0.650843,0.351305
LOSAng__SNVAng,1404,0.337842,7.551,0.0,0.053531,False,1,0.038237,0.32647,0.715357
NYCMng__WASHng,1404,0.020887,5.107,0.0,0.005523,False,0,0.018901,0.020887,0.958711
SNVAng__STTLng,1404,0.316296,7.313,0.0,0.0474,False,0,0.009153,0.316296,0.902926
ATLAM5__ATLAng,1405,0.30874,7.233,0.0,0.046339,False,1,0.040896,0.341459,0.722863
ATLAng__CHINng,1405,0.160696,5.957,0.0,0.02969,False,1,0.005833,0.201916,0.82705
ATLAng__HSTNng,1405,0.656807,14.569,0.0,0.07553,False,1,0.037503,0.559557,0.676812
ATLAng__IPLSng,1405,0.098674,5.547,0.0,0.019893,False,0,0.028135,0.098674,0.913075
ATLAng__WASHng,1405,0.268346,6.834,0.0,0.039748,False,0,0.033461,0.268346,0.865678
CHINng__IPLSng,1405,0.296807,7.11,0.0,0.045999,False,0,0.036191,0.296807,0.848534
CHINng__NYCMng,1405,0.281847,6.962,0.0,0.029619,False,0,0.044332,0.281847,0.861239
DNVRng__KSCYng,1405,0.221279,6.421,0.0,0.024141,False,0,0.044837,0.221279,0.870159
DNVRng__SNVAng,1405,,,,0.016469,True,0,0.056643,0.068329,0.427491
HSTNng__KSCYng,1405,0.563797,11.463,0.0,0.073244,False,0,0.006699,0.563797,0.860997
IPLSng__KSCYng,1405,0.3967,8.288,0.0,0.038645,False,0,0.022235,0.3967,0.891329
KSCYng__SNVAng,1405,0.642521,13.987,0.0,0.082412,False,0,0.027871,0.642521,0.799699
LOSAng__SNVAng,1405,0.283902,6.982,0.0,0.045558,False,0,0.016406,0.283902,0.891007
NYCMng__WASHng,1405,0.026949,5.138,0.0,0.005218,False,0,0.004426,0.026949,0.989753
SNVAng__STTLng,1405,0.293882,7.081,0.0,0.047092,False,0,0.034217,0.293882,0.850701
ATLAM5__ATLAng,1406,0.262514,6.78,0.0,0.047633,False,0,0.060434,0.262514,0.794499
ATLAng__CHINng,1406,0.160696,5.957,0.0,0.025857,False,2,0.051555,0.163907,0.622596
ATLAng__HSTNng,1406,0.544592,10.979,0.0,0.075078,False,0,0.01973,0.544592,0.830211
ATLAng__IPLSng,1406,0.104615,5.584,0.0,0.018837,False,0,0.064621,0.104615,0.838156
ATLAng__WASHng,1406,0.245003,6.623,0.0,0.041946,False,0,0.016054,0.245003,0.898332
CHINng__IPLSng,1406,0.293709,7.079,0.0,0.043099,False,0,0.092938,0.293709,0.734304
CHINng__NYCMng,1406,0.242303,6.599,0.0,0.031502,False,0,0.085804,0.242303,0.770464
DNVRng__KSCYng,1406,0.225736,6.458,0.0,0.023338,False,0,0.067942,0.225736,0.822959
DNVRng__SNVAng,1406,0.087442,5.479,0.0,0.0165,False,0,0.010022,0.087442,0.957407
HSTNng__KSCYng,1406,0.563797,11.463,0.0,0.075706,False,1,0.025426,0.525693,0.701927
IPLSng__KSCYng,1406,0.392783,8.234,0.0,0.034939,False,0,0.043762,0.392783,0.852744
KSCYng__SNVAng,1406,0.631991,13.587,0.0,0.079522,False,0,0.066253,0.631991,0.724131
LOSAng__SNVAng,1406,0.289576,7.038,0.0,0.044342,False,0,0.053439,0.289576,0.815228
NYCMng__WASHng,1406,0.034039,5.176,0.0,0.004986,False,0,0.031234,0.034039,0.933716
SNVAng__STTLng,1406,0.328106,7.442,0.0,0.043117,False,0,0.023318,0.328106,0.880897
ATLAM5__ATLAng,1407,0.256945,6.729,0.0,0.050965,False,0,0.001688,0.256945,0.912151
ATLAng__CHINng,1407,0.160696,5.957,0.0,0.025703,False,3,0.025656,0.134471,0.562281
ATLAng__HSTNng,1407,0.508179,10.166,0.0,0.077861,False,0,0.016176,0.508179,0.832624
ATLAng__IPLSng,1407,0.091473,5.503,0.0,0.017659,False,0,0.02068,0.091473,0.932848
ATLAng__WASHng,1407,,,,0.044071,True,0,0.03287,0.261759,0.427257
CHINng__IPLSng,1407,0.284062,6.984,0.0,0.039497,False,0,0.049004,0.284062,0.8334
CHINng__NYCMng,1407,0.240388,6.582,0.0,0.031257,False,0,0.004484,0.240388,0.942179
DNVRng__KSCYng,1407,0.220564,6.415,0.0,0.018902,False,0,0.10647,0.220564,0.7499
DNVRng__SNVAng,1407,0.070135,5.377,0.0,0.016232,False,0,0.037014,0.070135,0.901047
