link_id,time_index,utilization,latency_proxy,queue_proxy
LOSAng__SNVAng,1522,0.593276,12.293,0.0
NYCMng__WASHng,1522,0.051689,5.273,0.0
SNVAng__STTLng,1522,0.678175,15.536,0.0
ATLAM5__ATLAng,1523,0.535111,10.755,0.0
ATLAng__CHINng,1523,0.416141,8.564,0.0
ATLAng__HSTNng,1523,1.165555,500.0,3626.304
ATLAng__IPLSng,1523,0.230126,6.495,0.0
ATLAng__WASHng,1523,0.584361,12.03,0.0
CHINng__IPLSng,1523,0.66854,15.085,0.0
CHINng__NYCMng,1523,0.655748,14.524,0.0
DNVRng__KSCYng,1523,0.463285,9.316,0.0
DNVRng__SNVAng,1523,0.151571,5.893,0.0
HSTNng__KSCYng,1523,1.079312,500.0,2770.772
IPLSng__KSCYng,1523,0.819188,27.653,190.343
KSCYng__SNVAng,1523,1.305139,500.0,5010.981
LOSAng__SNVAng,1523,0.617337,13.066,0.0
NYCMng__WASHng,1523,0.062814,5.335,0.0
SNVAng__STTLng,1523,0.710145,17.25,0.0
ATLAM5__ATLAng,1524,0.59753,12.423,0.0
ATLAng__CHINng,1524,0.371928,7.961,0.0
ATLAng__HSTNng,1524,1.141084,500.0,3383.553
ATLAng__IPLSng,1524,0.24186,6.595,0.0
ATLAng__WASHng,1524,0.543976,10.964,0.0
CHINng__IPLSng,1524,0.671191,15.206,0.0
CHINng__NYCMng,1524,0.564565,11.483,0.0
DNVRng__KSCYng,1524,0.444457,9.0,0.0
DNVRng__SNVAng,1524,0.153625,5.908,0.0
HSTNng__KSCYng,1524,1.132114,500.0,3294.574
IPLSng__KSCYng,1524,0.845436,32.349,450.726
KSCYng__SNVAng,1524,1.367254,500.0,5627.163
LOSAng__SNVAng,1524,0.607077,12.725,0.0
NYCMng__WASHng,1524,0.055329,5.293,0.0
SNVAng__STTLng,1524,0.697302,16.518,0.0
ATLAM5__ATLAng,1525,0.620845,13.187,0.0
ATLAng__CHINng,1525,0.33787,7.551,0.0
ATLAng__HSTNng,1525,1.173446,500.0,3704.586
ATLAng__IPLSng,1525,0.253977,6.702,0.0
ATLAng__WASHng,1525,0.605141,12.663,0.0
CHINng__IPLSng,1525,0.763084,21.105,0.0
CHINng__NYCMng,1525,0.54804,11.063,0.0
DNVRng__KSCYng,1525,0.517339,10.359,0.0
DNVRng__SNVAng,1525,0.158488,5.942,0.0
HSTNng__KSCYng,1525,1.184502,500.0,3814.26
IPLSng__KSCYng,1525,0.89885,49.432,980.592
KSCYng__SNVAng,1525,1.378385,500.0,5737.583
LOSAng__SNVAng,1525,0.614777,12.98,0.0
NYCMng__WASHng,1525,0.050336,5.265,0.0
SNVAng__STTLng,1525,0.693163,16.295,0.0
ATLAM5__ATLAng,1526,0.630145,13.519,0.0
ATLAng__CHINng,1526,0.364361,7.866,0.0
ATLAng__HSTNng,1526,1.209701,500.0,4064.233
ATLAng__IPLSng,1526,0.22303,6.435,0.0
ATLAng__WASHng,1526,0.598867,12.465,0.0
CHINng__IPLSng,1526,0.717818,17.719,0.0
CHINng__NYCMng,1526,0.548967,11.086,0.0
DNVRng__KSCYng,1526,0.524891,10.524,0.0
DNVRng__SNVAng,1526,0.178456,6.086,0.0
HSTNng__KSCYng,1526,1.194537,500.0,3913.811
IPLSng__KSCYng,1526,0.884125,43.15,834.522
KSCYng__SNVAng,1526,1.357327,500.0,5528.687
LOSAng__SNVAng,1526,0.622618,13.249,0.0
NYCMng__WASHng,1526,0.059678,5.317,0.0
SNVAng__STTLng,1526,0.668249,15.072,0.0
ATLAM5__ATLAng,1527,0.623234,13.271,0.0
ATLAng__CHINng,1527,0.352985,7.728,0.0
ATLAng__HSTNng,1527,1.167728,500.0,3647.86
ATLAng__IPLSng,1527,0.239117,6.571,0.0
ATLAng__WASHng,1527,0.590521,12.211,0.0
CHINng__IPLSng,1527,0.780995,22.831,0.0
CHINng__NYCMng,1527,0.562481,11.428,0.0
DNVRng__KSCYng,1527,0.520492,10.427,0.0
DNVRng__SNVAng,1527,0.183258,6.122,0.0
HSTNng__KSCYng,1527,1.122685,500.0,3201.033
IPLSng__KSCYng,1527,0.944302,89.769,1431.473
KSCYng__SNVAng,1527,1.360805,500.0,5563.182
LOSAng__SNVAng,1527,0.648436,14.222,0.0
NYCMng__WASHng,1527,0.054767,5.29,0.0
SNVAng__STTLng,1527,0.70722,17.078,0.0
ATLAM5__ATLAng,1528,0.627586,13.426,0.0
ATLAng__CHINng,1528,0.343092,7.611,0.0
ATLAng__HSTNng,1528,1.222242,500.0,4188.643
ATLAng__IPLSng,1528,0.242416,6.6,0.0
ATLAng__WASHng,1528,0.605722,12.681,0.0
CHINng__IPLSng,1528,0.755176,20.423,0.0
CHINng__NYCMng,1528,0.546832,11.033,0.0
DNVRng__KSCYng,1528,0.522443,10.47,0.0
DNVRng__SNVAng,1528,0.179533,6.094,0.0
HSTNng__KSCYng,1528,1.185403,500.0,3823.202
IPLSng__KSCYng,1528,0.919283,61.945,1183.289
KSCYng__SNVAng,1528,1.351351,500.0,5469.399
LOSAng__SNVAng,1528,0.633463,13.641,0.0
NYCMng__WASHng,1528,0.07095,5.382,0.0
SNVAng__STTLng,1528,0.71702,17.669,0.0
ATLAM5__ATLAng,1529,0.637271,13.784,0.0
ATLAng__CHINng,1529,0.350198,7.695,0.0
ATLAng__HSTNng,1529,1.182378,500.0,3793.189
ATLAng__IPLSng,1529,0.257641,6.735,0.0
ATLAng__WASHng,1529,0.610426,12.835,0.0
CHINng__IPLSng,1529,0.878087,41.013,774.623
CHINng__NYCMng,1529,0.675123,15.39,0.0
DNVRng__KSCYng,1529,0.489615,9.797,0.0
DNVRng__SNVAng,1529,0.196061,6.219,0.0
HSTNng__KSCYng,1529,1.156619,500.0,3537.658
IPLSng__KSCYng,1529,1.052868,500.0,2508.453
KSCYng__SNVAng,1529,1.373033,500.0,5684.488
LOSAng__SNVAng,1529,0.611197,12.86,0.0
NYCMng__WASHng,1529,0.076471,5.414,0.0
SNVAng__STTLng,1529,0.723207,18.064,0.0
ATLAM5__ATLAng,1530,0.680515,15.65,0.0
ATLAng__CHINng,1530,0.379923,8.064,0.0
ATLAng__HSTNng,1530,1.292409,500.0,4884.7
ATLAng__IPLSng,1530,0.247321,6.643,0.0
ATLAng__WASHng,1530,0.621392,13.206,0.0
CHINng__IPLSng,1530,0.732997,18.726,0.0
CHINng__NYCMng,1530,0.566837,11.543,0.0
DNVRng__KSCYng,1530,0.523831,10.5,0.0
DNVRng__SNVAng,1530,0.192307,6.19,0.0
HSTNng__KSCYng,1530,1.251013,500.0,4474.047
IPLSng__KSCYng,1530,0.910364,55.781,1094.814
KSCYng__SNVAng,1530,1.460189,500.0,6549.072
LOSAng__SNVAng,1530,0.668224,15.07,0.0
NYCMng__WASHng,1530,0.056508,5.299,0.0
SNVAng__STTLng,1530,0.786788,23.451,0.0
ATLAM5__ATLAng,1531,0.688425,16.048,0.0
ATLAng__CHINng,1531,0.371472,7.955,0.0
ATLAng__HSTNng,1531,1.293035,500.0,4890.908
ATLAng__IPLSng,1531,0.261809,6.773,0.0
ATLAng__WASHng,1531,0.636258,13.746,0.0
CHINng__IPLSng,1531,0.758898,20.738,0.0
CHINng__NYCMng,1531,0.610722,12.844,0.0
DNVRng__KSCYng,1531,0.533858,10.726,0.0
DNVRng__SNVAng,1531,0.184027,6.128,0.0
HSTNng__KSCYng,1531,1.227117,500.0,4237.003
IPLSng__KSCYng,1531,0.948641,97.354,1474.521
KSCYng__SNVAng,1531,1.458666,500.0,6533.966
LOSAng__SNVAng,1531,0.676433,15.453,0.0
NYCMng__WASHng,1531,0.06198,5.33,0.0
SNVAng__STTLng,1531,0.710257,17.257,0.0
ATLAM5__ATLAng,1532,0.702274,16.794,0.0
ATLAng__CHINng,1532,0.376056,8.014,0.0
ATLAng__HSTNng,1532,1.267071,500.0,4633.34
ATLAng__IPLSng,1532,0.272499,6.873,0.0
ATLAng__WASHng,1532,0.650235,14.295,0.0
CHINng__IPLSng,1532,0.812947,26.73,128.437
CHINng__NYCMng,1532,0.617802,13.082,0.0
DNVRng__KSCYng,1532,0.551431,11.147,0.0
DNVRng__SNVAng,1532,0.171042,6.032,0.0
HSTNng__KSCYng,1532,1.194651,500.0,3914.934
IPLSng__KSCYng,1532,0.974908,199.271,1735.092
KSCYng__SNVAng,1532,1.419914,500.0,6149.549
LOSAng__SNVAng,1532,0.687932,16.022,0.0
NYCMng__WASHng,1532,0.057135,5.303,0.0
SNVAng__STTLng,1532,0.725353,18.205,0.0
ATLAM5__ATLAng,1533,0.680851,15.667,0.0
ATLAng__CHINng,1533,0.386651,8.152,0.0
ATLAng__HSTNng,1533,1.325763,500.0,5215.566
ATLAng__IPLSng,1533,0.266905,6.82,0.0
ATLAng__WASHng,1533,0.642955,14.004,0.0
CHINng__IPLSng,1533,0.800477,25.06,4.729
CHINng__NYCMng,1533,0.623262,13.272,0.0
DNVRng__KSCYng,1533,0.551756,11.155,0.0
DNVRng__SNVAng,1533,0.19343,6.199,0.0
HSTNng__KSCYng,1533,1.262224,500.0,4585.266
IPLSng__KSCYng,1533,0.968357,158.014,1670.103
KSCYng__SNVAng,1533,1.505736,500.0,7000.897
LOSAng__SNVAng,1533,0.715326,17.564,0.0
NYCMng__WASHng,1533,0.065321,5.349,0.0
SNVAng__STTLng,1533,0.776272,22.349,0.0
ATLAM5__ATLAng,1534,0.787309,23.508,0.0
ATLAng__CHINng,1534,0.460294,9.264,0.0
ATLAng__HSTNng,1534,1.468275,500.0,6629.285
ATLAng__IPLSng,1534,0.250859,6.674,0.0
ATLAng__WASHng,1534,0.629231,13.485,0.0
CHINng__IPLSng,1534,0.762321,21.037,0.0
CHINng__NYCMng,1534,0.67752,15.505,0.0
DNVRng__KSCYng,1534,0.535771,10.771,0.0
DNVRng__SNVAng,1534,0.177474,6.079,0.0
HSTNng__KSCYng,1534,1.361334,500.0,5568.432
IPLSng__KSCYng,1534,0.941026,84.784,1398.982
KSCYng__SNVAng,1534,1.513465,500.0,7077.577
LOSAng__SNVAng,1534,0.750843,20.068,0.0
NYCMng__WASHng,1534,0.062096,5.331,0.0
SNVAng__STTLng,1534,0.745238,19.626,0.0
ATLAM5__ATLAng,1535,0.721682,17.965,0.0
ATLAng__CHINng,1535,0.412743,8.514,0.0
ATLAng__HSTNng,1535,1.404576,500.0,5997.393
ATLAng__IPLSng,1535,0.261984,6.775,0.0
ATLAng__WASHng,1535,0.678249,15.54,0.0
CHINng__IPLSng,1535,0.798413,24.803,0.0
CHINng__NYCMng,1535,0.619791,13.151,0.0
DNVRng__KSCYng,1535,0.552459,11.172,0.0
DNVRng__SNVAng,1535,0.173322,6.048,0.0
HSTNng__KSCYng,1535,1.367975,500.0,5634.309
IPLSng__KSCYng,1535,0.994927,500.0,1933.675
KSCYng__SNVAng,1535,1.595698,500.0,7893.32
LOSAng__SNVAng,1535,0.727704,18.362,0.0
NYCMng__WASHng,1535,0.061654,5.329,0.0
SNVAng__STTLng,1535,0.805285,25.679,52.426
ATLAM5__ATLAng,1536,0.701499,16.75,0.0
ATLAng__CHINng,1536,0.39904,8.32,0.0
ATLAng__HSTNng,1536,1.327069,500.0,5228.527
ATLAng__IPLSng,1536,0.272717,6.875,0.0
ATLAng__WASHng,1536,0.63377,13.653,0.0
CHINng__IPLSng,1536,0.814152,26.904,140.388
CHINng__NYCMng,1536,0.621627,13.214,0.0
DNVRng__KSCYng,1536,0.548541,11.075,0.0
DNVRng__SNVAng,1536,0.224741,6.449,0.0
HSTNng__KSCYng,1536,1.289091,500.0,4851.779
IPLSng__KSCYng,1536,0.97159,175.997,1702.177
KSCYng__SNVAng,1536,1.551123,500.0,7451.138
LOSAng__SNVAng,1536,0.727407,18.342,0.0
NYCMng__WASHng,1536,0.067802,5.364,0.0
SNVAng__STTLng,1536,0.799589,24.949,0.0
ATLAM5__ATLAng,1537,0.701042,16.725,0.0
ATLAng__CHINng,1537,0.418618,8.6,0.0
ATLAng__HSTNng,1537,1.426783,500.0,6217.692
ATLAng__IPLSng,1537,0.261356,6.769,0.0
ATLAng__WASHng,1537,0.656472,14.555,0.0
CHINng__IPLSng,1537,0.830807,29.552,305.603
CHINng__NYCMng,1537,0.674622,15.367,0.0
DNVRng__KSCYng,1537,0.66893,15.103,0.0
DNVRng__SNVAng,1537,0.181793,6.111,0.0
HSTNng__KSCYng,1537,1.388562,500.0,5838.535
IPLSng__KSCYng,1537,0.991822,500.0,1902.876
KSCYng__SNVAng,1537,1.538389,500.0,7324.824
LOSAng__SNVAng,1537,0.680848,15.667,0.0
NYCMng__WASHng,1537,0.222535,6.431,0.0
SNVAng__STTLng,1537,0.799746,24.968,0.0
ATLAM5__ATLAng,1538,0.684113,15.828,0.0
ATLAng__CHINng,1538,0.386442,8.149,0.0
ATLAng__HSTNng,1538,1.37461,500.0,5700.131
ATLAng__IPLSng,1538,0.272708,6.875,0.0
ATLAng__WASHng,1538,0.701641,16.758,0.0
CHINng__IPLSng,1538,0.812616,26.683,125.153
CHINng__NYCMng,1538,0.633678,13.649,0.0
DNVRng__KSCYng,1538,0.547666,11.054,0.0
DNVRng__SNVAng,1538,0.204852,6.288,0.0
HSTNng__KSCYng,1538,1.330533,500.0,5262.884
IPLSng__KSCYng,1538,1.019831,500.0,2180.719
KSCYng__SNVAng,1538,1.556278,500.0,7502.281
LOSAng__SNVAng,1538,0.704241,16.906,0.0
NYCMng__WASHng,1538,0.074455,5.402,0.0
SNVAng__STTLng,1538,0.841572,31.56,412.396
ATLAM5__ATLAng,1539,0.74738,19.793,0.0
ATLAng__CHINng,1539,0.426582,8.72,0.0
ATLAng__HSTNng,1539,1.408902,500.0,6040.304
ATLAng__IPLSng,1539,0.294592,7.088,0.0
ATLAng__WASHng,1539,0.697449,16.526,0.0
CHINng__IPLSng,1539,0.840314,31.311,399.917
CHINng__NYCMng,1539,0.690928,16.177,0.0
DNVRng__KSCYng,1539,0.596795,12.401,0.0
DNVRng__SNVAng,1539,0.191357,6.183,0.0
HSTNng__KSCYng,1539,1.386551,500.0,5818.582
IPLSng__KSCYng,1539,1.016475,500.0,2147.427
KSCYng__SNVAng,1539,1.560786,500.0,7546.999
LOSAng__SNVAng,1539,0.741139,19.315,0.0
NYCMng__WASHng,1539,0.068135,5.366,0.0
SNVAng__STTLng,1539,0.834519,30.215,342.425
ATLAM5__ATLAng,1540,0.744302,19.554,0.0
ATLAng__CHINng,1540,0.397216,8.295,0.0
ATLAng__HSTNng,1540,1.350272,500.0,5458.701
ATLAng__IPLSng,1540,0.266269,6.814,0.0
ATLAng__WASHng,1540,0.653857,14.445,0.0
CHINng__IPLSng,1540,0.814097,26.896,139.839
CHINng__NYCMng,1540,0.636469,13.754,0.0
DNVRng__KSCYng,1540,0.560791,11.384,0.0
DNVRng__SNVAng,1540,0.210596,6.334,0.0
HSTNng__KSCYng,1540,1.325326,500.0,5211.237
IPLSng__KSCYng,1540,1.02798,500.0,2261.557
KSCYng__SNVAng,1540,1.599206,500.0,7928.128
LOSAng__SNVAng,1540,0.781155,22.847,0.0
NYCMng__WASHng,1540,0.060091,5.32,0.0
SNVAng__STTLng,1540,0.832836,29.911,325.731
ATLAM5__ATLAng,1541,0.70328,16.851,0.0
ATLAng__CHINng,1541,0.413758,8.529,0.0
ATLAng__HSTNng,1541,1.399667,500.0,5948.701
ATLAng__IPLSng,1541,0.276965,6.915,0.0
ATLAng__WASHng,1541,0.685922,15.92,0.0
CHINng__IPLSng,1541,0.862934,36.479,624.302
CHINng__NYCMng,1541,0.68713,15.981,0.0
DNVRng__KSCYng,1541,0.608726,12.779,0.0
DNVRng__SNVAng,1541,0.202249,6.268,0.0
HSTNng__KSCYng,1541,1.336673,500.0,5323.794
IPLSng__KSCYng,1541,1.071979,500.0,2698.029
KSCYng__SNVAng,1541,1.61136,500.0,8048.69
LOSAng__SNVAng,1541,0.744858,19.597,0.0
NYCMng__WASHng,1541,0.068798,5.369,0.0
SNVAng__STTLng,1541,0.800122,25.015,1.214
ATLAM5__ATLAng,1542,0.729859,18.509,0.0
ATLAng__CHINng,1542,0.410574,8.483,0.0
ATLAng__HSTNng,1542,1.429843,500.0,6248.043
ATLAng__IPLSng,1542,0.267154,6.823,0.0
ATLAng__WASHng,1542,0.642334,13.98,0.0
CHINng__IPLSng,1542,0.822106,28.107,219.291
CHINng__NYCMng,1542,0.648746,14.235,0.0
DNVRng__KSCYng,1542,0.577611,11.837,0.0
DNVRng__SNVAng,1542,0.19887,6.241,0.0
HSTNng__KSCYng,1542,1.374694,500.0,5700.968
IPLSng__KSCYng,1542,1.005066,500.0,2034.258
KSCYng__SNVAng,1542,1.596517,500.0,7901.446
LOSAng__SNVAng,1542,0.709196,17.194,0.0
NYCMng__WASHng,1542,0.062976,5.336,0.0
SNVAng__STTLng,1542,0.827266,28.946,270.477
ATLAM5__ATLAng,1543,0.743936,19.526,0.0
ATLAng__CHINng,1543,0.451074,9.109,0.0
ATLAng__HSTNng,1543,1.425435,500.0,6204.316
ATLAng__IPLSng,1543,0.309267,7.239,0.0
ATLAng__WASHng,1543,0.737775,19.068,0.0
CHINng__IPLSng,1543,0.837981,30.861,376.77
CHINng__NYCMng,1543,0.65909,14.667,0.0
DNVRng__KSCYng,1543,0.5837,12.011,0.0
DNVRng__SNVAng,1543,0.184955,6.135,0.0
HSTNng__KSCYng,1543,1.35849,500.0,5540.22
IPLSng__KSCYng,1543,1.035037,500.0,2331.565
KSCYng__SNVAng,1543,1.602725,500.0,7963.034
LOSAng__SNVAng,1543,0.712579,17.396,0.0
NYCMng__WASHng,1543,0.065225,5.349,0.0
SNVAng__STTLng,1543,0.834798,30.266,345.201
ATLAM5__ATLAng,1544,0.749547,19.964,0.0
ATLAng__CHINng,1544,0.451218,9.111,0.0
ATLAng__HSTNng,1544,1.44612,500.0,6409.513
ATLAng__IPLSng,1544,0.280633,6.951,0.0
ATLAng__WASHng,1544,0.755111,20.417,0.0
CHINng__IPLSng,1544,0.872915,39.344,723.315
CHINng__NYCMng,1544,0.641743,13.956,0.0
DNVRng__KSCYng,1544,0.628842,13.471,0.0
DNVRng__SNVAng,1544,0.200195,6.252,0.0
HSTNng__KSCYng,1544,1.405316,500.0,6004.733
IPLSng__KSCYng,1544,1.096942,500.0,2945.665
KSCYng__SNVAng,1544,1.711611,500.0,9043.184
LOSAng__SNVAng,1544,0.765667,21.337,0.0
NYCMng__WASHng,1544,0.076862,5.416,0.0
SNVAng__STTLng,1544,0.893257,46.841,925.106
ATLAM5__ATLAng,1545,0.756153,20.505,0.0
ATLAng__CHINng,1545,0.400245,8.337,0.0
ATLAng__HSTNng,1545,1.432611,500.0,6275.498
ATLAng__IPLSng,1545,0.291946,7.062,0.0
ATLAng__WASHng,1545,0.68286,15.766,0.0
CHINng__IPLSng,1545,0.910992,56.175,1101.043
CHINng__NYCMng,1545,0.682476,15.747,0.0
DNVRng__KSCYng,1545,0.59686,12.403,0.0
DNVRng__SNVAng,1545,0.201068,6.258,0.0
HSTNng__KSCYng,1545,1.396212,500.0,5914.426
IPLSng__KSCYng,1545,1.082836,500.0,2805.736
KSCYng__SNVAng,1545,1.687812,500.0,8807.094
LOSAng__SNVAng,1545,0.794506,24.332,0.0
NYCMng__WASHng,1545,0.071561,5.385,0.0
SNVAng__STTLng,1545,0.845667,32.397,453.013
ATLAM5__ATLAng,1546,0.7259,18.242,0.0
ATLAng__CHINng,1546,0.435085,8.851,0.0
ATLAng__HSTNng,1546,1.476374,500.0,6709.633
ATLAng__IPLSng,1546,0.282836,6.972,0.0
ATLAng__WASHng,1546,0.710301,17.259,0.0
CHINng__IPLSng,1546,0.865514,37.179,649.901
CHINng__NYCMng,1546,0.677252,15.492,0.0
DNVRng__KSCYng,1546,0.594148,12.32,0.0
DNVRng__SNVAng,1546,0.220114,6.411,0.0
HSTNng__KSCYng,1546,1.409927,500.0,6050.48
IPLSng__KSCYng,1546,1.055017,500.0,2529.77
KSCYng__SNVAng,1546,1.678302,500.0,8712.76
LOSAng__SNVAng,1546,0.784398,23.191,0.0
NYCMng__WASHng,1546,0.069961,5.376,0.0
SNVAng__STTLng,1546,0.867225,37.658,666.868
ATLAM5__ATLAng,1547,0.784905,23.246,0.0
ATLAng__CHINng,1547,0.420248,8.624,0.0
ATLAng__HSTNng,1547,1.528975,500.0,7231.435
ATLAng__IPLSng,1547,0.307504,7.22,0.0
ATLAng__WASHng,1547,0.739688,19.208,0.0
CHINng__IPLSng,1547,0.858159,35.251,576.941
CHINng__NYCMng,1547,0.67068,15.183,0.0
DNVRng__KSCYng,1547,0.609716,12.811,0.0
DNVRng__SNVAng,1547,0.240747,6.585,0.0
HSTNng__KSCYng,1547,1.453874,500.0,6486.432
IPLSng__KSCYng,1547,1.075095,500.0,2728.94
KSCYng__SNVAng,1547,1.673794,500.0,8668.041
LOSAng__SNVAng,1547,0.803746,25.477,37.159
NYCMng__WASHng,1547,0.065326,5.349,0.0
SNVAng__STTLng,1547,0.871568,38.931,709.95
ATLAM5__ATLAng,1548,0.791852,24.021,0.0
ATLAng__CHINng,1548,0.425606,8.705,0.0
ATLAng__HSTNng,1548,1.506946,500.0,7012.9
ATLAng__IPLSng,1548,0.295834,7.101,0.0
ATLAng__WASHng,1548,0.725722,18.23,0.0
CHINng__IPLSng,1548,0.88953,45.261,888.134
CHINng__NYCMng,1548,0.68712,15.981,0.0
DNVRng__KSCYng,1548,0.635581,13.72,0.0
DNVRng__SNVAng,1548,0.194908,6.21,0.0
HSTNng__KSCYng,1548,1.489996,500.0,6844.758
IPLSng__KSCYng,1548,1.096034,500.0,2936.659
KSCYng__SNVAng,1548,1.699033,500.0,8918.403
LOSAng__SNVAng,1548,0.795614,24.464,0.0
NYCMng__WASHng,1548,0.083012,5.453,0.0
SNVAng__STTLng,1548,0.902032,51.037,1012.158
ATLAM5__ATLAng,1549,0.783543,23.099,0.0
ATLAng__CHINng,1549,0.421587,8.644,0.0
ATLAng__HSTNng,1549,1.490646,500.0,6851.206
ATLAng__IPLSng,1549,0.308164,7.227,0.0
ATLAng__WASHng,1549,0.707425,17.09,0.0
CHINng__IPLSng,1549,0.903106,51.603,1022.812
CHINng__NYCMng,1549,0.701051,16.725,0.0
DNVRng__KSCYng,1549,0.636493,13.755,0.0
DNVRng__SNVAng,1549,0.213862,6.36,0.0
HSTNng__KSCYng,1549,1.466585,500.0,6612.523
IPLSng__KSCYng,1549,1.106649,500.0,3041.955
KSCYng__SNVAng,1549,1.759519,500.0,9518.426
LOSAng__SNVAng,1549,0.807083,25.918,70.266
NYCMng__WASHng,1549,0.081247,5.442,0.0
SNVAng__STTLng,1549,0.977448,221.714,1760.289
ATLAM5__ATLAng,1550,0.785909,23.355,0.0
ATLAng__CHINng,1550,0.409215,8.463,0.0
ATLAng__HSTNng,1550,1.519534,500.0,7137.773
ATLAng__IPLSng,1550,0.293086,7.073,0.0
ATLAng__WASHng,1550,0.741167,19.317,0.0
CHINng__IPLSng,1550,0.909219,55.077,1083.449
CHINng__NYCMng,1550,0.687316,15.991,0.0
DNVRng__KSCYng,1550,0.657695,14.607,0.0
DNVRng__SNVAng,1550,0.224409,6.447,0.0
HSTNng__KSCYng,1550,1.488435,500.0,6829.274
IPLSng__KSCYng,1550,1.168042,500.0,3650.98
KSCYng__SNVAng,1550,1.720324,500.0,9129.614
LOSAng__SNVAng,1550,0.805926,25.763,58.787
NYCMng__WASHng,1550,0.067925,5.364,0.0
SNVAng__STTLng,1550,0.866561,37.47,660.284
ATLAM5__ATLAng,1551,0.79326,24.185,0.0
ATLAng__CHINng,1551,0.455096,9.176,0.0
ATLAng__HSTNng,1551,1.508833,500.0,7031.627
ATLAng__IPLSng,1551,0.28905,7.033,0.0
ATLAng__WASHng,1551,0.715322,17.564,0.0
CHINng__IPLSng,1551,0.852063,33.798,516.468
CHINng__NYCMng,1551,0.695976,16.446,0.0
DNVRng__KSCYng,1551,0.650854,14.321,0.0
DNVRng__SNVAng,1551,0.210107,6.33,0.0
HSTNng__KSCYng,1551,1.489332,500.0,6838.173
IPLSng__KSCYng,1551,1.051008,500.0,2489.995
KSCYng__SNVAng,1551,1.690743,500.0,8836.167
LOSAng__SNVAng,1551,0.799274,24.91,0.0
NYCMng__WASHng,1551,0.083728,5.457,0.0
SNVAng__STTLng,1551,0.890744,45.764,900.176
ATLAM5__ATLAng,1552,0.847564,32.801,471.832
ATLAng__CHINng,1552,0.450163,9.094,0.0
ATLAng__HSTNng,1552,1.536896,500.0,7310.004
ATLAng__IPLSng,1552,0.299663,7.139,0.0
ATLAng__WASHng,1552,0.772714,21.999,0.0
CHINng__IPLSng,1552,0.942686,87.239,1415.448
CHINng__NYCMng,1552,0.743712,19.509,0.0
DNVRng__KSCYng,1552,0.629946,13.512,0.0
DNVRng__SNVAng,1552,0.214941,6.369,0.0
HSTNng__KSCYng,1552,1.490172,500.0,6846.508
IPLSng__KSCYng,1552,1.15429,500.0,3514.555
KSCYng__SNVAng,1552,1.790825,500.0,9828.988
LOSAng__SNVAng,1552,0.86663,37.49,660.965
NYCMng__WASHng,1552,0.089641,5.492,0.0
SNVAng__STTLng,1552,0.915345,59.063,1144.225
ATLAM5__ATLAng,1553,0.786497,23.419,0.0
ATLAng__CHINng,1553,0.46906,9.417,0.0
ATLAng__HSTNng,1553,1.572985,500.0,7668.014
ATLAng__IPLSng,1553,0.307735,7.223,0.0
ATLAng__WASHng,1553,0.769521,21.694,0.0
CHINng__IPLSng,1553,0.938064,80.729,1369.598
CHINng__NYCMng,1553,0.766956,21.455,0.0
DNVRng__KSCYng,1553,0.650085,14.289,0.0
DNVRng__SNVAng,1553,0.207175,6.307,0.0
HSTNng__KSCYng,1553,1.548777,500.0,7427.863
IPLSng__KSCYng,1553,1.158784,500.0,3559.142
KSCYng__SNVAng,1553,1.775018,500.0,9672.181
LOSAng__SNVAng,1553,0.806976,25.903,69.201
NYCMng__WASHng,1553,0.090064,5.495,0.0
SNVAng__STTLng,1553,0.886732,44.143,860.377
ATLAM5__ATLAng,1554,0.817468,27.392,173.283
ATLAng__CHINng,1554,0.500259,10.005,0.0
ATLAng__HSTNng,1554,1.535504,500.0,7296.202
ATLAng__IPLSng,1554,0.313814,7.287,0.0
ATLAng__WASHng,1554,0.796425,24.561,0.0
CHINng__IPLSng,1554,0.905842,53.102,1049.956
CHINng__NYCMng,1554,0.727546,18.352,0.0
DNVRng__KSCYng,1554,0.63136,13.563,0.0
DNVRng__SNVAng,1554,0.40673,8.428,0.0
HSTNng__KSCYng,1554,1.488976,500.0,6834.642
IPLSng__KSCYng,1554,1.112316,500.0,3098.17
KSCYng__SNVAng,1554,1.762807,500.0,9551.05
LOSAng__SNVAng,1554,0.840838,31.414,405.11
NYCMng__WASHng,1554,0.080071,5.435,0.0
SNVAng__STTLng,1554,0.913419,57.749,1125.113
ATLAM5__ATLAng,1555,0.850268,33.393,498.657
ATLAng__CHINng,1555,0.482997,9.671,0.0
ATLAng__HSTNng,1555,1.629394,500.0,8227.584
ATLAng__IPLSng,1555,0.318219,7.334,0.0
ATLAng__WASHng,1555,0.791364,23.965,0.0
CHINng__IPLSng,1555,0.934736,76.612,1336.584
CHINng__NYCMng,1555,0.729114,18.458,0.0
DNVRng__KSCYng,1555,0.632314,13.599,0.0
DNVRng__SNVAng,1555,0.215643,6.375,0.0
HSTNng__KSCYng,1555,1.62974,500.0,8231.02
IPLSng__KSCYng,1555,1.150757,500.0,3479.506
KSCYng__SNVAng,1555,1.918557,500.0,11096.082
LOSAng__SNVAng,1555,0.85991,35.691,594.311
NYCMng__WASHng,1555,0.086764,5.475,0.0
SNVAng__STTLng,1555,0.980209,252.636,1787.67
ATLAM5__ATLAng,1556,0.821199,27.964,210.299
ATLAng__CHINng,1556,0.453567,9.15,0.0
